"","ID","Sex","Condition","BG_Type","BG_Intensity","Stim","Dur (ms)","Freq (kHz)","Inten (dB)","n","mean","sd","median","se"
"468","Green 6","Male","Baseline","NA","NA","tone",50,32,60,433,335.997690531178,102.618529002583,314,4.93153178650667
"469","Green 6","Male","Baseline","NA","NA","tone",50,32,70,398,339.211055276382,99.7602197230231,319,5.00052797192001
"470","Green 6","Male","Baseline","NA","NA","tone",50,32,80,353,340.450424929178,128.337151214764,325,6.83069732978326
"471","Green 6","Male","Baseline","NA","NA","tone",50,32,90,292,340.099315068493,101.853613031162,329.5,5.960531857619
"472","Green 6","Male","Post HHL","NA","NA","tone",50,4,25,14,355.571428571429,121.670876539138,313.5,32.5179095684233
"473","Green 6","Male","Post HHL","NA","NA","tone",50,4,30,101,457.029702970297,336.525465765833,343,33.4855353889742
"474","Green 6","Male","Post HHL","NA","NA","tone",50,4,35,15,347.066666666667,220.533271434321,302,56.9414458366509
"475","Green 6","Male","Post HHL","NA","NA","tone",50,4,40,111,384.936936936937,247.989306194634,321,23.5381032835752
"476","Green 6","Male","Post HHL","NA","NA","tone",50,4,45,16,288.4375,87.8156924093486,291.5,21.9539231023372
"477","Green 6","Male","Post HHL","NA","NA","tone",50,4,50,115,388.834782608696,248.087948837716,327,23.1343205157647
"478","Green 6","Male","Post HHL","NA","NA","tone",50,4,60,109,356.467889908257,97.7621422606684,329,9.36391495567978
"479","Green 6","Male","Post HHL","NA","NA","tone",50,4,70,110,317.818181818182,102.892674271214,300.5,9.81043156250355
"480","Green 6","Male","Post HHL","NA","NA","tone",50,4,80,83,321.855421686747,100.743956125698,298,11.0580857925711
"481","Green 6","Male","Post HHL","NA","NA","tone",50,4,90,83,308.602409638554,54.2329977311168,298,5.95284486297859
"482","Green 6","Male","Post HHL","NA","NA","tone",50,8,20,41,390.731707317073,291.497257653502,305,45.5242233079597
"483","Green 6","Male","Post HHL","NA","NA","tone",50,8,25,15,334.666666666667,146.554069333114,288,37.8400979897386
"484","Green 6","Male","Post HHL","NA","NA","tone",50,8,30,120,334.591666666667,88.5719093350104,316.5,8.08547211734793
"485","Green 6","Male","Post HHL","NA","NA","tone",50,8,35,16,314.625,84.7324219725444,331.5,21.1831054931361
"486","Green 6","Male","Post HHL","NA","NA","tone",50,8,40,126,323.492063492063,97.2319902938736,311,8.66211415985249
"487","Green 6","Male","Post HHL","NA","NA","tone",50,8,50,110,330.990909090909,62.3637590969888,323,5.94615112237033
"488","Green 6","Male","Post HHL","NA","NA","tone",50,8,60,110,326.4,80.9053360075552,314,7.71402111535483
"489","Green 6","Male","Post HHL","NA","NA","tone",50,8,70,110,336.872727272727,84.7893351752815,319.5,8.08434590566362
"490","Green 6","Male","Post HHL","NA","NA","tone",50,8,80,83,309.180722891566,70.6470348018961,305,7.75451949549603
"491","Green 6","Male","Post HHL","NA","NA","tone",50,8,90,83,315.530120481928,98.2800053293969,307,10.7876320567641
"492","Green 6","Male","Post HHL","NA","NA","tone",50,16,10,37,367.216216216216,259.058244752361,309,42.5889130903915
"493","Green 6","Male","Post HHL","NA","NA","tone",50,16,15,15,292.8,55.4812709711253,277,14.3252025665059
"494","Green 6","Male","Post HHL","NA","NA","tone",50,16,20,43,311.093023255814,129.191960157023,293,19.7015892224128
"495","Green 6","Male","Post HHL","NA","NA","tone",50,16,25,16,308.6875,118.765718257978,301,29.6914295644944
"496","Green 6","Male","Post HHL","NA","NA","tone",50,16,30,125,322.488,72.2306583107201,311,6.46050648169321
"497","Green 6","Male","Post HHL","NA","NA","tone",50,16,35,16,294.5625,97.1616994156305,289.5,24.2904248539076
"498","Green 6","Male","Post HHL","NA","NA","tone",50,16,40,110,316.863636363636,79.4052984242752,305.5,7.57099814354284
"499","Green 6","Male","Post HHL","NA","NA","tone",50,16,50,110,325.636363636364,81.1533520901194,313.5,7.73766852098044
"500","Green 6","Male","Post HHL","NA","NA","tone",50,16,60,110,345.290909090909,104.087766905384,324.5,9.92437917423987
"501","Green 6","Male","Post HHL","NA","NA","tone",50,16,70,83,322.638554216867,77.5848203523327,317,8.51604039240686
"502","Green 6","Male","Post HHL","NA","NA","tone",50,16,80,83,326.144578313253,75.4603970644529,306,8.28285464230787
"503","Green 6","Male","Post HHL","NA","NA","tone",50,16,90,83,317.397590361446,126.514622673509,308,13.8867839356326
"504","Green 6","Male","Post HHL","NA","NA","tone",50,32,5,14,312.214285714286,93.5736473187161,321,25.0086091926753
"505","Green 6","Male","Post HHL","NA","NA","tone",50,32,10,43,404.53488372093,328.936551186599,310,50.1623537860939
"506","Green 6","Male","Post HHL","NA","NA","tone",50,32,15,15,321.4,93.3463596351934,285,24.1019264197461
"507","Green 6","Male","Post HHL","NA","NA","tone",50,32,20,43,316.395348837209,105.86022669964,312,16.1435332267806
"508","Green 6","Male","Post HHL","NA","NA","tone",50,32,25,15,310.133333333333,40.7270823665928,298,10.5156874496955
"509","Green 6","Male","Post HHL","NA","NA","tone",50,32,30,126,301.174603174603,64.9525462922068,300,5.78643272914314
"510","Green 6","Male","Post HHL","NA","NA","tone",50,32,35,8,296.5,45.1442133611828,294.5,15.9608896995124
"511","Green 6","Male","Post HHL","NA","NA","tone",50,32,40,110,316.381818181818,82.0136464163053,302,7.81969436655629
"512","Green 6","Male","Post HHL","NA","NA","tone",50,32,50,110,306.054545454545,69.2079483640714,304,6.59871896435827
"513","Green 6","Male","Post HHL","NA","NA","tone",50,32,60,110,333.672727272727,115.43989333911,325,11.0067619605343
"514","Green 6","Male","Post HHL","NA","NA","tone",50,32,70,83,331.180722891566,97.4873530982619,319,10.7006271711844
"515","Green 6","Male","Post HHL","NA","NA","tone",50,32,80,83,329.313253012048,74.9275955727478,326,8.22437208084946
"516","Green 6","Male","Post HHL","NA","NA","tone",50,32,90,82,329.939024390244,84.5134728920248,326.5,9.33295178535147
"517","Orange 3","Female","Baseline","NA","NA","BBN",50,0,20,40,501.075,378.229979387796,373.5,59.8034107111986
"518","Orange 3","Female","Baseline","NA","NA","BBN",50,0,25,49,375.34693877551,271.0106510069,331,38.7158072867
"519","Orange 3","Female","Baseline","NA","NA","BBN",50,0,30,190,327.384210526316,188.640260542445,308,13.6854028838109
"520","Orange 3","Female","Baseline","NA","NA","BBN",50,0,35,52,274.596153846154,74.3012573760508,284,10.3037305115692
"521","Orange 3","Female","Baseline","NA","NA","BBN",50,0,40,194,290.603092783505,74.5380397422918,301,5.35151937603516
"522","Orange 3","Female","Baseline","NA","NA","BBN",50,0,45,30,278.866666666667,83.9707392933471,281,15.3308893604505
"523","Orange 3","Female","Baseline","NA","NA","BBN",50,0,50,142,287.718309859155,74.4776958565575,287.5,6.25002939717136
"524","Orange 3","Female","Baseline","NA","NA","BBN",50,0,60,142,283.612676056338,124.045910546396,278,10.4097015703474
"525","Orange 3","Female","Baseline","NA","NA","BBN",50,0,70,143,260.377622377622,81.8116011777355,260,6.8414297810768
"526","Orange 3","Female","Baseline","NA","NA","BBN",50,0,80,142,251.098591549296,121.817344364721,258,10.2226844508082
"527","Orange 3","Female","Baseline","NA","NA","BBN",50,0,90,143,212.146853146853,79.2410263317689,227,6.62646751347032
"528","Orange 3","Female","Baseline","NA","NA","tone",50,4,50,325,323.138461538462,104.887340637566,318,5.81810284332005
"529","Orange 3","Female","Baseline","NA","NA","tone",50,4,60,325,338.861538461538,164.940325621554,323,9.14924309877293
"530","Orange 3","Female","Baseline","NA","NA","tone",50,4,70,325,319.267692307692,144.417537138806,309,8.01084361892599
"531","Orange 3","Female","Baseline","NA","NA","tone",50,4,80,223,323.659192825112,123.957710360849,303,8.30082225056315
"532","Orange 3","Female","Baseline","NA","NA","tone",50,4,90,128,292.015625,143.62763449884,272.5,12.6950092899891
"533","Orange 3","Female","Baseline","NA","NA","tone",50,8,60,325,315.018461538462,112.893125046705,307,6.26218386158867
"534","Orange 3","Female","Baseline","NA","NA","tone",50,8,70,327,315.571865443425,116.119676750833,306,6.42143279731179
"535","Orange 3","Female","Baseline","NA","NA","tone",50,8,80,284,317.922535211268,124.482026400321,310,7.3866492853352
"536","Orange 3","Female","Baseline","NA","NA","tone",50,8,90,132,320.484848484848,205.503755833826,286,17.8868060528223
"537","Orange 3","Female","Baseline","NA","NA","tone",50,16,25,34,313.764705882353,53.0500385990945,302,9.09800656150019
"538","Orange 3","Female","Baseline","NA","NA","tone",50,16,30,344,340.223837209302,157.345822214393,319,8.48351818067658
"539","Orange 3","Female","Baseline","NA","NA","tone",50,16,35,35,303.828571428571,76.5343005433764,300,12.9366579473811
"540","Orange 3","Female","Baseline","NA","NA","tone",50,16,40,354,327.265536723164,125.364726137882,314.5,6.66306001867784
"541","Orange 3","Female","Baseline","NA","NA","tone",50,16,50,324,320.910493827161,123.772741967868,308,6.87626344265936
"542","Orange 3","Female","Baseline","NA","NA","tone",50,16,60,325,309.193846153846,124.380226333425,301,6.89937359536893
"543","Orange 3","Female","Baseline","NA","NA","tone",50,16,70,282,299.985815602837,73.692975257872,298.5,4.38835281556659
"544","Orange 3","Female","Baseline","NA","NA","tone",50,16,80,221,312.647058823529,151.638692450602,294,10.2003222928694
"545","Orange 3","Female","Baseline","NA","NA","tone",50,16,90,131,290.870229007634,145.589644440835,278,12.7202262955795
"546","Orange 3","Female","Baseline","NA","NA","tone",50,32,15,29,384.724137931034,162.26519223431,361,30.1318897463144
"547","Orange 3","Female","Baseline","NA","NA","tone",50,32,20,213,342.666666666667,172.009095488633,322,11.7858690216457
"548","Orange 3","Female","Baseline","NA","NA","tone",50,32,25,36,286.972222222222,72.1377595244429,287,12.0229599207405
"549","Orange 3","Female","Baseline","NA","NA","tone",50,32,30,357,310.145658263305,136.865516969432,301,7.24369130239143
"550","Orange 3","Female","Baseline","NA","NA","tone",50,32,35,37,286.567567567568,77.6411047135545,297,12.7641189881776
"551","Orange 3","Female","Baseline","NA","NA","tone",50,32,40,320,326.484375,172.276204579115,302,9.63053260861402
"552","Orange 3","Female","Baseline","NA","NA","tone",50,32,50,324,297.410493827161,117.217883497016,293,6.51210463872313
"553","Orange 3","Female","Baseline","NA","NA","tone",50,32,60,309,305.543689320388,136.631277676788,291,7.77268181854883
"554","Orange 3","Female","Baseline","NA","NA","tone",50,32,70,237,296.443037974684,88.1500185309271,291,5.72595901241234
"555","Orange 3","Female","Baseline","NA","NA","tone",50,32,80,224,305.21875,134.241704927821,291.5,8.96940119386269
"556","Orange 3","Female","Baseline","NA","NA","tone",50,32,90,132,285.409090909091,109.12287034694,284.5,9.4979267405764
"557","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,20,101,630.495049504951,477.339682485384,410,47.4970736435985
"558","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,25,140,379.371428571429,245.004076984347,335.5,20.7066238089154
"559","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,30,317,337.350157728707,97.964572072276,327,5.5022385410944
"560","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,35,150,309.62,74.0405901738269,307.5,6.04538887268006
"561","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,40,330,312.384848484848,82.707822872221,309.5,4.55291580374023
"562","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,45,150,293.906666666667,63.2857954170286,294,5.16726355792954
"563","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,50,271,313.321033210332,69.2373553133016,307,4.20586980915816
"564","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,60,181,301.430939226519,74.9664512647095,302,5.5722124389982
"565","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,70,180,284.194444444444,78.3023146715974,281,5.83630994670903
"566","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,80,180,273.855555555556,86.3603029422121,272.5,6.43691693120871
"567","Orange 3","Female","Post HHL","NA","NA","BBN",50,0,90,180,243.944444444444,81.0681982176702,256,6.04246673427126
"568","Orange 3","Female","Post HHL","NA","NA","tone",50,4,20,55,529.509090909091,416.629903832738,373,56.1783647724212
"569","Orange 3","Female","Post HHL","NA","NA","tone",50,4,25,28,338.357142857143,122.017064467082,332.5,23.0590577347168
"570","Orange 3","Female","Post HHL","NA","NA","tone",50,4,30,180,335.161111111111,170.67143657135,321,12.7210977997027
"571","Orange 3","Female","Post HHL","NA","NA","tone",50,4,35,29,312.827586206897,86.8208619455342,323,16.1222293197991
"572","Orange 3","Female","Post HHL","NA","NA","tone",50,4,40,180,313.983333333333,123.59803631533,305,9.2124537028855
"573","Orange 3","Female","Post HHL","NA","NA","tone",50,4,45,30,289.133333333333,78.7811168225996,307.5,14.3833982630625
"574","Orange 3","Female","Post HHL","NA","NA","tone",50,4,50,154,332.746753246753,142.269493038811,317,11.4644024570923
"575","Orange 3","Female","Post HHL","NA","NA","tone",50,4,60,154,323.019480519481,67.2569427647077,315.5,5.41971889699421
"576","Orange 3","Female","Post HHL","NA","NA","tone",50,4,70,155,302.070967741935,67.6713898837437,302,5.435496836832
"577","Orange 3","Female","Post HHL","NA","NA","tone",50,4,80,123,277.845528455285,69.5112955227511,286,6.26762244392589
"578","Orange 3","Female","Post HHL","NA","NA","tone",50,4,90,123,282.569105691057,52.716856000436,285,4.75331882907288
"579","Orange 3","Female","Post HHL","NA","NA","tone",50,8,25,27,458.777777777778,408.342459343336,356,78.585542941143
"580","Orange 3","Female","Post HHL","NA","NA","tone",50,8,30,182,349.802197802198,192.14245519683,329,14.2425463616236
"581","Orange 3","Female","Post HHL","NA","NA","tone",50,8,35,30,318.8,88.3692878464162,303.5,16.1339507813831
"582","Orange 3","Female","Post HHL","NA","NA","tone",50,8,40,181,329.806629834254,155.049888602995,311,11.5247674574881
"583","Orange 3","Female","Post HHL","NA","NA","tone",50,8,45,30,305.866666666667,71.7902756517965,297,13.1070511280009
"584","Orange 3","Female","Post HHL","NA","NA","tone",50,8,50,186,300.801075268817,53.9817606726942,300.5,3.95813473321188
"585","Orange 3","Female","Post HHL","NA","NA","tone",50,8,60,156,296.660256410256,62.3790180599805,294,4.99431849905944
"586","Orange 3","Female","Post HHL","NA","NA","tone",50,8,70,156,291.820512820513,63.5133196271294,289,5.08513530696232
"587","Orange 3","Female","Post HHL","NA","NA","tone",50,8,80,151,290.112582781457,54.6677897908641,284,4.4488016398333
"588","Orange 3","Female","Post HHL","NA","NA","tone",50,8,90,123,276.235772357724,85.6651010010583,275,7.7241620323373
"589","Orange 3","Female","Post HHL","NA","NA","tone",50,16,10,48,631.9375,490.137601445822,463,70.7452690336758
"590","Orange 3","Female","Post HHL","NA","NA","tone",50,16,15,29,566.413793103448,460.589646713969,365,85.5293502073993
"591","Orange 3","Female","Post HHL","NA","NA","tone",50,16,20,62,312.5,75.625641847974,315.5,9.60446611916362
"592","Orange 3","Female","Post HHL","NA","NA","tone",50,16,25,30,272,80.7644510395764,293.5,14.7455038929659
"593","Orange 3","Female","Post HHL","NA","NA","tone",50,16,30,183,304.710382513661,103.453383096101,295,7.64749413368503
"594","Orange 3","Female","Post HHL","NA","NA","tone",50,16,35,24,285,90.9347592221072,292.5,18.5619799980841
"595","Orange 3","Female","Post HHL","NA","NA","tone",50,16,40,179,309.731843575419,103.638717996367,307,7.74632147983062
"596","Orange 3","Female","Post HHL","NA","NA","tone",50,16,50,155,300.929032258065,81.1430602675107,300,6.5175674413165
"597","Orange 3","Female","Post HHL","NA","NA","tone",50,16,60,155,295.135483870968,62.8218546449449,295,5.0459727928323
"598","Orange 3","Female","Post HHL","NA","NA","tone",50,16,70,156,286.878205128205,68.2146841583406,293,5.4615457183361
"599","Orange 3","Female","Post HHL","NA","NA","tone",50,16,80,123,271.772357723577,60.8036092824482,276,5.48247681681664
"600","Orange 3","Female","Post HHL","NA","NA","tone",50,16,90,123,251.666666666667,73.106330226087,260,6.59177580668325
"601","Orange 3","Female","Post HHL","NA","NA","tone",50,32,10,53,484.528301886792,428.720753825287,351,58.8893245219485
"602","Orange 3","Female","Post HHL","NA","NA","tone",50,32,15,25,355.12,188.781249068863,312,37.7562498137726
"603","Orange 3","Female","Post HHL","NA","NA","tone",50,32,20,61,342.327868852459,251.223388064054,304,32.1658587738927
"604","Orange 3","Female","Post HHL","NA","NA","tone",50,32,25,30,281.966666666667,80.5406230049345,288.5,14.7046386717741
"605","Orange 3","Female","Post HHL","NA","NA","tone",50,32,30,184,294.309782608696,102.60522633903,289,7.5641576415713
"606","Orange 3","Female","Post HHL","NA","NA","tone",50,32,35,24,288.833333333333,42.1979462375442,288,8.6136197062817
"607","Orange 3","Female","Post HHL","NA","NA","tone",50,32,40,156,286.224358974359,58.3408863123922,282.5,4.67100920827792
"608","Orange 3","Female","Post HHL","NA","NA","tone",50,32,50,156,278.839743589744,76.0847148224349,276.5,6.09165245865153
"609","Orange 3","Female","Post HHL","NA","NA","tone",50,32,60,156,278.48717948718,61.449217132417,278,4.91987484609093
"610","Orange 3","Female","Post HHL","NA","NA","tone",50,32,70,123,281.121951219512,47.8802442859563,279,4.31721623731056
"611","Orange 3","Female","Post HHL","NA","NA","tone",50,32,80,123,281.813008130081,79.9241802178786,272,7.20652063781486
"612","Orange 3","Female","Post HHL","NA","NA","tone",50,32,90,123,273.19512195122,49.7453611869102,271,4.48538816478008
"613","Orange 4","Female","Baseline","NA","NA","BBN",50,0,25,183,380.300546448087,205.082648442055,329,15.1601456032066
"614","Orange 4","Female","Baseline","NA","NA","BBN",50,0,30,493,377.103448275862,198.979120754453,323,8.96156889338372
"615","Orange 4","Female","Baseline","NA","NA","BBN",50,0,35,197,348.086294416244,180.063984276833,306,12.8290276887937
"616","Orange 4","Female","Baseline","NA","NA","BBN",50,0,40,520,346.246153846154,170.89280740553,308,7.49414535884558
"617","Orange 4","Female","Baseline","NA","NA","BBN",50,0,45,169,363.289940828402,208.966401846306,300,16.074338603562
"618","Orange 4","Female","Baseline","NA","NA","BBN",50,0,50,323,352.749226006192,191.435202920207,307,10.6517396240656
"619","Orange 4","Female","Baseline","NA","NA","BBN",50,0,60,323,331.003095975232,161.138852559058,301,8.96600559665714
"620","Orange 4","Female","Baseline","NA","NA","BBN",50,0,70,324,331.996913580247,181.9387761218,298,10.1077097845444
"621","Orange 4","Female","Baseline","NA","NA","BBN",50,0,80,325,331.729230769231,178.9658924356,302,9.92724156516504
"622","Orange 4","Female","Baseline","NA","NA","BBN",50,0,90,324,324.308641975309,143.928077323755,303.5,7.99600429576419
"623","Orange 4","Female","Baseline","NA","NA","tone",50,4,25,66,496.363636363636,290.771474442818,391.5,35.7914943234254
"624","Orange 4","Female","Baseline","NA","NA","tone",50,4,30,514,428.908560311284,260.254781083222,345,11.4793462879973
"625","Orange 4","Female","Baseline","NA","NA","tone",50,4,35,85,367.494117647059,260.182290653588,313,28.2207317138947
"626","Orange 4","Female","Baseline","NA","NA","tone",50,4,40,566,384.302120141343,238.816897081802,316.5,10.0382229161391
"627","Orange 4","Female","Baseline","NA","NA","tone",50,4,45,92,318.282608695652,140.90580799664,288.5,14.690445995829
"628","Orange 4","Female","Baseline","NA","NA","tone",50,4,50,579,373.013816925734,228.889253714983,307,9.51231276133375
"629","Orange 4","Female","Baseline","NA","NA","tone",50,4,55,7,331.571428571429,85.4339065064473,322,32.2909814498289
"630","Orange 4","Female","Baseline","NA","NA","tone",50,4,60,494,384.759109311741,212.098356063989,323,9.54275618664475
"631","Orange 4","Female","Baseline","NA","NA","tone",50,4,70,493,357.235294117647,185.553767468387,311,8.35692139099792
"632","Orange 4","Female","Baseline","NA","NA","tone",50,4,80,487,337.422997946612,165.432684098241,296,7.49647048612752
"633","Orange 4","Female","Baseline","NA","NA","tone",50,4,90,350,339.034285714286,183.960017991417,287.5,9.8330765741236
"634","Orange 4","Female","Baseline","NA","NA","tone",50,8,25,71,576.211267605634,463.418413700774,379,54.997647344937
"635","Orange 4","Female","Baseline","NA","NA","tone",50,8,30,517,450.141199226306,338.55446441153,333,14.8896083200507
"636","Orange 4","Female","Baseline","NA","NA","tone",50,8,35,80,402.3375,281.04609936513,311,31.4219091495795
"637","Orange 4","Female","Baseline","NA","NA","tone",50,8,40,560,380.5875,228.193887496352,317,9.64295174602911
"638","Orange 4","Female","Baseline","NA","NA","tone",50,8,45,85,338.305882352941,207.760623677107,290,22.5348036054821
"639","Orange 4","Female","Baseline","NA","NA","tone",50,8,50,558,363.510752688172,219.753131588334,304,9.30289187346932
"640","Orange 4","Female","Baseline","NA","NA","tone",50,8,55,12,267.333333333333,104.281379261142,270,30.1034411939428
"641","Orange 4","Female","Baseline","NA","NA","tone",50,8,60,507,363.865877712032,207.849476546279,306,9.23091932576284
"642","Orange 4","Female","Baseline","NA","NA","tone",50,8,70,510,352.792156862745,158.422937260829,320,7.01508557245875
"643","Orange 4","Female","Baseline","NA","NA","tone",50,8,80,389,368.491002570694,200.531787968511,319,10.1673652515778
"644","Orange 4","Female","Baseline","NA","NA","tone",50,8,90,351,339.817663817664,143.871314826672,315,7.67928267623512
"645","Orange 4","Female","Baseline","NA","NA","tone",50,16,10,159,461.25786163522,370.512136391131,345,29.3835237292804
"646","Orange 4","Female","Baseline","NA","NA","tone",50,16,15,70,334.4,79.6032553409065,319.5,9.51440881796024
"647","Orange 4","Female","Baseline","NA","NA","tone",50,16,20,236,352.783898305085,189.542337703705,302,12.3381552652025
"648","Orange 4","Female","Baseline","NA","NA","tone",50,16,25,85,343.211764705882,179.704591861573,297,19.4916996923229
"649","Orange 4","Female","Baseline","NA","NA","tone",50,16,30,572,356.604895104895,205.754102751594,302,8.6030112226099
"650","Orange 4","Female","Baseline","NA","NA","tone",50,16,35,86,309.558139534884,137.72108255466,283,14.8508462604486
"651","Orange 4","Female","Baseline","NA","NA","tone",50,16,40,505,362.045544554455,218.896175434818,308,9.7407519603189
"652","Orange 4","Female","Baseline","NA","NA","tone",50,16,45,7,274.857142857143,101.394326881781,279,38.3234533259978
"653","Orange 4","Female","Baseline","NA","NA","tone",50,16,50,508,369.106299212598,214.646033377418,307,9.52337774689003
"654","Orange 4","Female","Baseline","NA","NA","tone",50,16,60,508,345.25,176.543043625246,310,7.83283094764975
"655","Orange 4","Female","Baseline","NA","NA","tone",50,16,70,382,341.01832460733,163.022927003978,307.5,8.34097856214722
"656","Orange 4","Female","Baseline","NA","NA","tone",50,16,80,370,359.483783783784,172.263178646371,318,8.95553621877634
"657","Orange 4","Female","Baseline","NA","NA","tone",50,16,90,350,352.537142857143,171.493482021235,307,9.16671219697623
"658","Orange 4","Female","Baseline","NA","NA","tone",50,32,10,152,453.092105263158,325.359329737437,334.5,26.3901264240797
"659","Orange 4","Female","Baseline","NA","NA","tone",50,32,15,76,394.447368421053,259.942578004545,326,29.8174586485592
"660","Orange 4","Female","Baseline","NA","NA","tone",50,32,20,238,329.226890756303,208.328284305729,287,13.5039169608207
"661","Orange 4","Female","Baseline","NA","NA","tone",50,32,25,86,307.081395348837,166.293589782457,280.5,17.9318989521973
"662","Orange 4","Female","Baseline","NA","NA","tone",50,32,30,585,332.17094017094,212.602009785983,287,8.79001128564557
"663","Orange 4","Female","Baseline","NA","NA","tone",50,32,35,86,269.360465116279,105.661380644875,255,11.393759695441
"664","Orange 4","Female","Baseline","NA","NA","tone",50,32,40,521,333.403071017274,169.828484490667,292,7.4403209928584
"665","Orange 4","Female","Baseline","NA","NA","tone",50,32,45,7,284,52.1600102249479,265,19.7146307768283
"666","Orange 4","Female","Baseline","NA","NA","tone",50,32,50,511,315.506849315069,138.046182426051,289,6.10680357205989
"667","Orange 4","Female","Baseline","NA","NA","tone",50,32,60,500,333.526,161.659496812961,293.5,7.22963248164381
"668","Orange 4","Female","Baseline","NA","NA","tone",50,32,70,376,312.265957446808,139.367250139147,283,7.18731714130899
"669","Orange 4","Female","Baseline","NA","NA","tone",50,32,80,368,334.453804347826,173.151342778286,296,9.0261376956525
"670","Orange 4","Female","Baseline","NA","NA","tone",50,32,90,350,351.908571428571,175.469628342721,317,9.37924615775744
"671","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,20,119,485.596638655462,338.36361745277,367,31.0177419567983
"672","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,25,159,376.540880503145,212.352577071938,319,16.8406547978235
"673","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,30,337,361.563798219585,209.6051338539,317,11.4179191951735
"674","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,35,164,356.219512195122,224.78112186252,302.5,17.5524567014054
"675","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,40,345,385.420289855072,251.699214052342,305,13.5510301608045
"676","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,45,169,390.325443786982,259.492580642075,304,19.9609677416981
"677","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,50,179,369.614525139665,205.944281793803,327,15.3929983364282
"678","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,60,179,355.139664804469,186.961023222439,308,13.9741229733261
"679","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,70,179,398.055865921788,266.627706625018,317,19.9286904631506
"680","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,80,179,349.620111731844,174.765077753637,313,13.0625552100589
"681","Orange 4","Female","Post HHL","NA","NA","BBN",50,0,90,179,335.536312849162,157.353329495065,306,11.761140042597
"682","Orange 4","Female","Post HHL","NA","NA","tone",50,4,20,68,345.514705882353,177.604834935453,310,21.5377498252724
"683","Orange 4","Female","Post HHL","NA","NA","tone",50,4,25,42,368.02380952381,296.600041782083,295.5,45.7663800458719
"684","Orange 4","Female","Post HHL","NA","NA","tone",50,4,30,195,352.225641025641,208.047774943008,299,14.8986106147496
"685","Orange 4","Female","Post HHL","NA","NA","tone",50,4,35,42,355.238095238095,259.90653193528,283,40.1044485546432
"686","Orange 4","Female","Post HHL","NA","NA","tone",50,4,40,198,338.181818181818,196.447374213187,293.5,13.9609069694767
"687","Orange 4","Female","Post HHL","NA","NA","tone",50,4,45,26,353.230769230769,284.039477212912,271.5,55.7047244976667
"688","Orange 4","Female","Post HHL","NA","NA","tone",50,4,50,159,363.025157232704,225.702109872909,308,17.8993416134641
"689","Orange 4","Female","Post HHL","NA","NA","tone",50,4,60,161,393.093167701863,238.549203552491,313,18.8003109719768
"690","Orange 4","Female","Post HHL","NA","NA","tone",50,4,70,161,350.27950310559,204.055452364674,303,16.0818225458426
"691","Orange 4","Female","Post HHL","NA","NA","tone",50,4,80,132,363.393939393939,209.102800152678,301,18.2000626521755
"692","Orange 4","Female","Post HHL","NA","NA","tone",50,4,90,132,353.848484848485,196.287936377029,302.5,17.0846719284472
"693","Orange 4","Female","Post HHL","NA","NA","tone",50,8,20,68,381.308823529412,254.760306273027,307,30.8942250581881
"694","Orange 4","Female","Post HHL","NA","NA","tone",50,8,25,43,476.46511627907,415.10717771709,304,63.3032511366587
"695","Orange 4","Female","Post HHL","NA","NA","tone",50,8,30,200,338.415,191.175976642533,301,13.5181829483896
"696","Orange 4","Female","Post HHL","NA","NA","tone",50,8,35,41,322.90243902439,156.121235723724,301,24.3820406936717
"697","Orange 4","Female","Post HHL","NA","NA","tone",50,8,40,199,366.542713567839,247.874004599586,299,17.5713223070797
"698","Orange 4","Female","Post HHL","NA","NA","tone",50,8,45,14,422.642857142857,354.083346803428,316,94.6327550071918
"699","Orange 4","Female","Post HHL","NA","NA","tone",50,8,50,161,347.062111801242,200.778506364632,300,15.823563021511
"700","Orange 4","Female","Post HHL","NA","NA","tone",50,8,60,160,348.8375,186.068117894645,304,14.7099763121953
"701","Orange 4","Female","Post HHL","NA","NA","tone",50,8,70,160,383.3875,248.888674249776,312,19.6763773612248
"702","Orange 4","Female","Post HHL","NA","NA","tone",50,8,80,132,337.204545454545,179.377155593032,298.5,15.6127773888177
"703","Orange 4","Female","Post HHL","NA","NA","tone",50,8,90,132,331.439393939394,145.594556645572,297.5,12.6723795703851
