"","ID","Genotype","Phase","Duration","Dur (ms)","Type","Inten (dB)","CR","FA","Hit","Miss"
"1","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,0,-100,540,43,NA,NA
"2","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,20,NA,NA,34,160
"3","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,30,NA,NA,159,36
"4","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,40,NA,NA,191,4
"5","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,50,NA,NA,194,NA
"6","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,60,NA,NA,194,NA
"7","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,70,NA,NA,191,2
"8","GP 1","Tsc2_LE_Het","BBN Rotating","100ms",100,1,80,NA,NA,193,1
"9","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,0,-100,560,37,NA,NA
"10","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,20,NA,NA,61,138
"11","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,30,NA,NA,193,5
"12","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,40,NA,NA,197,1
"13","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,50,NA,NA,197,2
"14","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,60,NA,NA,195,2
"15","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,70,NA,NA,198,1
"16","GP 1","Tsc2_LE_Het","BBN Rotating","300ms",300,1,80,NA,NA,199,1
"17","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,0,-100,515,59,NA,NA
"18","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,20,NA,NA,23,168
"19","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,30,NA,NA,126,65
"20","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,40,NA,NA,180,11
"21","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,50,NA,NA,190,1
"22","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,60,NA,NA,191,1
"23","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,70,NA,NA,190,NA
"24","GP 1","Tsc2_LE_Het","BBN Rotating","50ms",50,1,80,NA,NA,192,NA
"25","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,0,-100,615,48,NA,NA
"26","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,20,NA,NA,105,117
"27","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,30,NA,NA,214,6
"28","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,40,NA,NA,217,3
"29","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,50,NA,NA,219,2
"30","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,60,NA,NA,217,3
"31","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,70,NA,NA,223,NA
"32","GP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,80,NA,NA,223,NA
"33","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,0,-100,525,58,NA,NA
"34","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,20,NA,NA,158,36
"35","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,30,NA,NA,193,NA
"36","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,40,NA,NA,189,6
"37","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,50,NA,NA,190,5
"38","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,60,NA,NA,189,6
"39","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,70,NA,NA,194,1
"40","GP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,80,NA,NA,194,NA
"41","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,20,NA,NA,7,58
"42","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,30,NA,NA,50,13
"43","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,40,NA,NA,60,3
"44","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,50,NA,NA,65,NA
"45","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,60,NA,NA,64,NA
"46","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,70,NA,NA,62,NA
"47","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",50,1,80,NA,NA,63,NA
"48","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,20,NA,NA,16,49
"49","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,30,NA,NA,54,11
"50","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,40,NA,NA,63,1
"51","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,50,NA,NA,64,NA
"52","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,60,NA,NA,62,1
"53","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,70,NA,NA,63,NA
"54","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",100,1,80,NA,NA,62,1
"55","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,0,-100,501,68,NA,NA
"56","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,20,NA,NA,28,34
"57","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,30,NA,NA,62,2
"58","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,40,NA,NA,63,NA
"59","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,50,NA,NA,64,NA
"60","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,60,NA,NA,64,NA
"61","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,70,NA,NA,63,NA
"62","GP 1","Tsc2_LE_Het","BBN Rxn","50-300ms",300,1,80,NA,NA,63,NA
"63","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,0,-100,685,115,NA,NA
"64","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,20,NA,NA,56,211
"65","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,30,NA,NA,210,57
"66","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,40,NA,NA,262,4
"67","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,50,NA,NA,264,3
"68","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,60,NA,NA,265,3
"69","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,70,NA,NA,268,NA
"70","GP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,80,NA,NA,266,NA
"71","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,0,-100,588,78,NA,NA
"72","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,10,NA,NA,10,78
"73","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,15,NA,NA,15,119
"74","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,20,NA,NA,100,121
"75","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,25,NA,NA,99,35
"76","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,30,NA,NA,213,10
"77","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,35,NA,NA,134,1
"78","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,40,NA,NA,220,2
"79","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,45,NA,NA,134,1
"80","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,50,NA,NA,88,NA
"81","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,60,NA,NA,87,NA
"82","GP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,70,NA,NA,88,NA
"83","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,0,-100,549,65,NA,NA
"84","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,10,NA,NA,14,64
"85","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,15,NA,NA,33,93
"86","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,20,NA,NA,156,48
"87","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,25,NA,NA,123,3
"88","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,30,NA,NA,202,3
"89","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,35,NA,NA,127,NA
"90","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,40,NA,NA,202,2
"91","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,45,NA,NA,128,NA
"92","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,50,NA,NA,76,1
"93","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,60,NA,NA,76,2
"94","GP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,70,NA,NA,79,NA
"95","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,10,NA,NA,3,24
"96","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,15,NA,NA,1,12
"97","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,20,NA,NA,9,33
"98","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,25,NA,NA,9,4
"99","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,30,NA,NA,30,11
"100","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,35,NA,NA,11,2
"101","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,40,NA,NA,41,NA
"102","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,45,NA,NA,13,NA
"103","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,50,NA,NA,27,NA
"104","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,60,NA,NA,27,NA
"105","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",50,1,70,NA,NA,27,NA
"106","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,10,NA,NA,1,26
"107","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,15,NA,NA,5,9
"108","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,20,NA,NA,11,30
"109","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,25,NA,NA,10,3
"110","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,30,NA,NA,36,4
"111","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,35,NA,NA,12,1
"112","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,40,NA,NA,39,1
"113","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,45,NA,NA,13,NA
"114","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,50,NA,NA,27,NA
"115","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,60,NA,NA,27,NA
"116","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",100,1,70,NA,NA,27,NA
"117","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,0,-100,305,58,NA,NA
"118","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,10,NA,NA,8,19
"119","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,15,NA,NA,2,11
"120","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,20,NA,NA,22,18
"121","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,25,NA,NA,12,1
"122","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,30,NA,NA,39,1
"123","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,35,NA,NA,14,NA
"124","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,40,NA,NA,40,NA
"125","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,45,NA,NA,13,NA
"126","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,50,NA,NA,27,NA
"127","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,60,NA,NA,27,NA
"128","GP 1","Tsc2_LE_Het","BBN TH","50-300ms",300,1,70,NA,NA,27,NA
"129","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,0,-100,510,199,NA,NA
"130","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,10,NA,NA,7,89
"131","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,15,NA,NA,63,78
"132","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,20,NA,NA,87,151
"133","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,25,NA,NA,99,43
"134","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,30,NA,NA,209,27
"135","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,35,NA,NA,134,6
"136","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,40,NA,NA,237,1
"137","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,45,NA,NA,141,NA
"138","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,50,NA,NA,97,1
"139","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,60,NA,NA,97,NA
"140","GP 1","Tsc2_LE_Het","BBN TH","50ms",50,1,70,NA,NA,96,1
"141","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,0,-100,368,26,NA,NA
"142","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,20,NA,NA,17,114
"143","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,30,NA,NA,83,48
"144","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,40,NA,NA,122,9
"145","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,50,NA,NA,122,10
"146","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,60,NA,NA,120,12
"147","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,70,NA,NA,125,7
"148","GP 2","Tsc2_LE_WT","BBN Rotating","100ms",100,1,80,NA,NA,123,8
"149","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,0,-100,442,20,NA,NA
"150","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,20,NA,NA,8,144
"151","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,30,NA,NA,133,21
"152","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,40,NA,NA,150,3
"153","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,50,NA,NA,152,2
"154","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,60,NA,NA,149,4
"155","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,70,NA,NA,152,2
"156","GP 2","Tsc2_LE_WT","BBN Rotating","300ms",300,1,80,NA,NA,154,1
"157","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,0,-100,384,22,NA,NA
"158","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,20,NA,NA,6,128
"159","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,30,NA,NA,62,74
"160","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,40,NA,NA,121,13
"161","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,50,NA,NA,128,8
"162","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,60,NA,NA,130,5
"163","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,70,NA,NA,130,5
"164","GP 2","Tsc2_LE_WT","BBN Rotating","50ms",50,1,80,NA,NA,129,6
"165","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,0,-100,405,39,NA,NA
"166","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,20,129
"167","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,128,19
"168","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,145,3
"169","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,143,5
"170","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,141,6
"171","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,146,3
"172","GP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,147,NA
"173","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,0,-100,424,54,NA,NA
"174","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,63,97
"175","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,159,1
"176","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,155,4
"177","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,158,NA
"178","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,161,NA
"179","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,161,NA
"180","GP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,159,NA
"181","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,20,NA,NA,4,31
"182","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,30,NA,NA,11,22
"183","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,40,NA,NA,30,4
"184","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,50,NA,NA,31,2
"185","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,60,NA,NA,34,2
"186","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,70,NA,NA,34,1
"187","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,80,NA,NA,33,1
"188","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,20,NA,NA,3,33
"189","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,30,NA,NA,25,11
"190","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,40,NA,NA,31,2
"191","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,50,NA,NA,34,NA
"192","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,60,NA,NA,34,2
"193","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,70,NA,NA,33,NA
"194","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,80,NA,NA,36,NA
"195","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,0,-100,294,17,NA,NA
"196","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,20,NA,NA,3,30
"197","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,30,NA,NA,30,5
"198","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,40,NA,NA,33,1
"199","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,50,NA,NA,34,NA
"200","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,60,NA,NA,33,NA
"201","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,70,NA,NA,35,NA
"202","GP 2","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,80,NA,NA,36,NA
"203","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,0,-100,763,116,NA,NA
"204","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,20,NA,NA,57,235
"205","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,30,NA,NA,127,165
"206","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,40,NA,NA,257,36
"207","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,50,NA,NA,263,30
"208","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,60,NA,NA,272,21
"209","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,70,NA,NA,273,21
"210","GP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,80,NA,NA,275,15
"211","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,0,-100,630,60,NA,NA
"212","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,10,NA,NA,10,110
"213","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,15,NA,NA,8,104
"214","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,20,NA,NA,26,203
"215","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,25,NA,NA,49,63
"216","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,30,NA,NA,191,38
"217","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,35,NA,NA,110,1
"218","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,40,NA,NA,231,1
"219","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,45,NA,NA,112,NA
"220","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,50,NA,NA,118,1
"221","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,60,NA,NA,120,NA
"222","GP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,70,NA,NA,118,1
"223","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,0,-100,371,49,NA,NA
"224","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,10,NA,NA,7,59
"225","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,15,NA,NA,14,60
"226","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,20,NA,NA,64,76
"227","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,25,NA,NA,69,5
"228","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,30,NA,NA,138,2
"229","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,35,NA,NA,73,1
"230","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,40,NA,NA,139,1
"231","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,45,NA,NA,73,NA
"232","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,50,NA,NA,67,NA
"233","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,60,NA,NA,67,NA
"234","GP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,70,NA,NA,67,NA
"235","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,0,-100,538,70,NA,NA
"236","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,10,NA,NA,4,79
"237","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,15,NA,NA,29,91
"238","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,20,NA,NA,32,173
"239","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,25,NA,NA,45,74
"240","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,30,NA,NA,135,67
"241","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,35,NA,NA,113,8
"242","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,40,NA,NA,200,3
"243","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,45,NA,NA,117,2
"244","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,50,NA,NA,82,2
"245","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,60,NA,NA,84,NA
"246","GP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,70,NA,NA,83,NA
"247","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,0,-100,136,7,NA,NA
"248","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,20,NA,NA,20,27
"249","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,30,NA,NA,48,NA
"250","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,40,NA,NA,47,NA
"251","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,50,NA,NA,47,NA
"252","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,60,NA,NA,47,NA
"253","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,70,NA,NA,48,NA
"254","GP 3","Tsc2_LE_Het","BBN Rotating","100ms",100,1,80,NA,NA,48,NA
"255","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,0,-100,139,2,NA,NA
"256","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,20,NA,NA,19,29
"257","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,30,NA,NA,46,1
"258","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,40,NA,NA,47,NA
"259","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,50,NA,NA,47,NA
"260","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,60,NA,NA,48,NA
"261","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,70,NA,NA,47,NA
"262","GP 3","Tsc2_LE_Het","BBN Rotating","300ms",300,1,80,NA,NA,48,NA
"263","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,0,-100,130,9,NA,NA
"264","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,20,NA,NA,8,38
"265","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,30,NA,NA,44,2
"266","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,40,NA,NA,47,NA
"267","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,50,NA,NA,46,NA
"268","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,60,NA,NA,46,NA
"269","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,70,NA,NA,46,NA
"270","GP 3","Tsc2_LE_Het","BBN Rotating","50ms",50,1,80,NA,NA,46,NA
"271","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,0,-100,645,32,NA,NA
"272","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,20,NA,NA,38,187
"273","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,30,NA,NA,213,13
"274","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,40,NA,NA,222,3
"275","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,50,NA,NA,224,3
"276","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,60,NA,NA,219,7
"277","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,70,NA,NA,225,NA
"278","GP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,80,NA,NA,226,NA
"279","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,0,-100,564,70,NA,NA
"280","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,20,NA,NA,144,68
"281","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,30,NA,NA,212,NA
"282","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,40,NA,NA,209,2
"283","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,50,NA,NA,213,NA
"284","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,60,NA,NA,212,NA
"285","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,70,NA,NA,210,NA
"286","GP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,80,NA,NA,209,1
"287","GP 3","Tsc2_LE_Het","BBN Rxn","50ms",50,0,-100,848,35,NA,NA
"288","GP 3","Tsc2_LE_Het","BBN Rxn","50ms",50,1,20,NA,NA,29,266
"289","GP 3","Tsc2_LE_Het","BBN Rxn","50ms",50,1,30,NA,NA,261,34
