"","Date","File","Weight","WeightChange","Trials","Hit","FA","Thresholds","Phase","ID","Genotype","Frequency","Intensity","Duration","BG_Type","BG_Intensity","Condition","Sex","BBN_TH","4_TH","8_TH","16_TH","32_TH"
"783",2021-12-18,"4-32kHz_30-90dB_50ms_8s",480,-0.0786948176583493,404,0.968,0.238,"33, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,33,NA,NA,NA
"784",2022-01-17,"4-32kHz_30-90dB_50ms_8s",499,-0.0422264875239923,338,0.97,0.198,"38, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,38,NA,NA,NA
"785",2022-01-18,"4-32kHz_30-90dB_50ms_8s",505,-0.0307101727447217,399,0.953,0.15,"41, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,41,NA,NA,NA
"786",2022-01-19,"4-32kHz_20-80dB_50ms_8s",501,-0.0383877159309021,385,0.933,0.122,"30, 22, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","20-80dB","50ms","NA","NA","Baseline","Male",NA,30,22,NA,NA
"787",2022-01-20,"4-32kHz_30-60dB_50ms_8s",504,-0.0326295585412668,352,0.943,0.217,"39, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-60dB","50ms","NA","NA","Baseline","Male",NA,39,NA,NA,NA
"788",2022-01-21,"4-32kHz_MIX5stepdB_50ms_8s",500,-0.0403071017274472,302,0.877,0.429,"42, 36, 16, 16","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,42,36,16,16
"789",2022-01-22,"4-32kHz_30-90dB_50ms_8s",498,-0.0441458733205374,355,0.96,0.28,"43, NA, 33, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,43,NA,33,NA
"790",2022-01-24,"4-32kHz_30-90dB_50ms_8s",502,-0.036468330134357,354,0.964,0.179,"41, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,41,NA,NA,NA
"791",2022-01-25,"4-32kHz_MIX5stepdB_50ms_8s",500,-0.0403071017274472,354,0.907,0.364,"47, 31, 26, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,47,31,26,NA
"792",2022-01-26,"4-32kHz_30-90dB_50ms_8s",496,-0.0479846449136276,374,0.966,0.295,"45, 31, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,45,31,NA,NA
"793",2022-01-31,"4-32kHz_30-90dB_50ms_8s_TR200ms",502,-0.036468330134357,319,0.973,0.137,"41, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,41,NA,NA,NA
"794",2022-02-04,"4-32kHz_30-90dB_50ms_8s_TR200ms",487,-0.0652591170825336,309,0.986,0.495,"34, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,34,NA,NA,NA
"795",2022-02-07,"4-32kHz_30-90dB_50ms_8s",492,-0.0556621880998081,325,0.96,0.204,"NA, 38, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,38,NA,NA
"796",2022-02-08,"4-32kHz_MIX5stepdB_50ms_8s",490,-0.0595009596928983,307,0.944,0.511,"47, NA, 12, 12","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,47,NA,12,12
"797",2022-02-15,"4-32kHz_MIX5stepdB_50ms_8s_1s",485,-0.0690978886756238,424,0.932,0.164,"36, 22, 12, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,36,22,12,NA
"798",2022-02-16,"4-32kHz_MIX5stepdB_50ms_8s_1s",486,-0.0671785028790787,414,0.836,0.161,"38, 24, 13, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,38,24,13,NA
"799",2022-02-17,"4-32kHz_MIX5stepdB_50ms_8s_1s",485,-0.0690978886756238,342,0.879,0.255,"NA, 25, 15, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,NA,25,15,NA
"800",2022-02-18,"4-32kHz_30-90dB_50ms_8s_1s",486,-0.0671785028790787,416,0.959,0.137,"31, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,31,NA,NA,NA
"801",2022-02-19,"4-32kHz_MIX5stepdB_50ms_8s_1s",481,-0.0767754318618042,329,0.874,0.263,"35, 25, 12, -7","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,35,25,12,-7
"802",2022-02-21,"4-32kHz_30-90dB_50ms_8s_1s",480,-0.0786948176583493,381,0.978,0.149,"NA, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"803",2022-02-22,"4-32kHz_MIX5stepdB_50ms_8s_1s",495,-0.0499040307101727,308,0.816,0.297,"40, 27, 22, 5","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,40,27,22,5
"804",2022-02-23,"4-32kHz_MIX5stepdB_50ms_8s_1s",490,-0.0595009596928983,402,0.897,0.192,"31, 24, NA, -8","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,31,24,NA,-8
"805",2022-02-24,"4-32kHz_30-90dB_50ms_8s_1s",489,-0.0614203454894434,412,0.979,0.098,"NA, NA, NA, NA","Thresholding, tones","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"806",2022-02-25,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",484,-0.0710172744721689,313,0.776,0.34,"36, 26, 22, 8","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,36,26,22,8
"807",2022-02-26,"4-32kHz_30-90dB_50ms_8s_1s",488,-0.0633397312859885,437,0.951,0.177,"36, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,36,NA,NA,NA
"808",2022-02-28,"4-32kHz_30-90dB_50ms_8s_1s",483,-0.072936660268714,409,0.951,0.041,"40, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,40,NA,NA,NA
"809",2022-03-01,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",496,-0.0479846449136276,358,0.849,0.168,"NA, 34, 37, 27","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,NA,34,37,27
"810",2022-03-02,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",489,-0.0614203454894434,377,0.871,0.159,"NA, 21, 18, 6","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,NA,21,18,6
"811",2022-03-03,"4-32kHz_30-90dB_50ms_8s_1s",491,-0.0575815738963532,432,0.98,0.164,"31, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,31,NA,NA,NA
"812",2022-03-04,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",490,-0.0595009596928983,344,0.801,0.214,"NA, 27, 20, 10","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,NA,27,20,10
"813",2022-03-05,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",483,-0.072936660268714,280,0.837,0.357,"41, 36, 36, 26","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,41,36,36,26
"814",2022-03-07,"4-32kHz_30-90dB_50ms_8s_1s",482,-0.0748560460652591,453,0.972,0.14,"31, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,31,NA,NA,NA
"815",2022-03-08,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",485,-0.0690978886756238,319,0.795,0.337,"31, 27, 18, 7","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,31,27,18,7
"816",2022-03-09,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",487,-0.0652591170825336,325,0.768,0.361,"37, 42, 37, 26","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,37,42,37,26
"817",2022-03-10,"4-32kHz_30-90dB_50ms_8s_1s",486,-0.0671785028790787,488,0.971,0.116,"30, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,30,NA,NA,NA
"818",2022-03-11,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",484,-0.0710172744721689,331,0.827,0.29,"41, 36, 33, 35","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,41,36,33,35
"819",2022-03-12,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",481,-0.0767754318618042,330,0.805,0.354,"36, 38, 38, 27","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,36,38,38,27
"820",2022-03-15,"4-32kHz_30-90dB_50ms_8s_1s",497,-0.0460652591170825,411,0.972,0.089,"NA, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"821",2022-03-16,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB_NL",491,-0.0575815738963532,356,0.819,0.315,"36, 36, 22, 11","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,36,36,22,11
"822",2022-03-17,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",483,-0.072936660268714,341,0.852,0.288,"36, 25, 22, 10","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,36,25,22,10
"823",2022-03-18,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",486,-0.0671785028790787,447,0.978,0.152,"34, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,34,NA,NA,NA
"824",2022-03-19,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",507,-0.0268714011516315,357,0.804,0.206,"35, 38, 37, 24","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,35,38,37,24
"825",2022-03-21,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",494,-0.0518234165067179,416,0.983,0.103,"NA, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"826",2022-03-22,"4-32kHz_MIX5stepdB_50ms_8s_1s",498,-0.0441458733205374,345,0.888,0.194,"NA, 22, 9, -6","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,NA,22,9,-6
"827",2022-03-23,"4-32kHz_MIX5stepdB_50ms_8s_1s",490,-0.0595009596928983,332,0.897,0.388,"41, 36, 12, 6","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,41,36,12,6
"828",2022-03-24,"4-32kHz_MIXdB_50ms_8s_1s (TR100ms)",486,-0.0671785028790787,409,0.884,0.21,"25, 22, 19, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,25,22,19,NA
"829",2022-03-25,"4-32kHz_MIXdB_50ms_8s_1s (TR100ms)",488,-0.0633397312859885,379,0.91,0.214,"37, 22, NA, -2","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,37,22,NA,-2
"830",2022-03-26,"4-32kHz_MIXdB_50ms_8s_1s (TR100ms)",487,-0.0652591170825336,400,0.918,0.408,"33, 33, 23, 3","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,33,33,23,3
"831",2022-03-28,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",499,-0.0422264875239923,436,0.98,0.122,"NA, NA, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"832",2022-03-29,"4-32kHz_MIXdB_50ms_8s_1s",496,-0.0479846449136276,378,0.875,0.168,"26, 25, 14, -3","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,26,25,14,-3
"833",2022-03-30,"4-32kHz_MIXdB_50ms_8s_1s",500,-0.0403071017274472,426,0.849,0.148,"31, NA, 13, 1","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,31,NA,13,1
"834",2022-03-31,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",497,-0.0460652591170825,446,0.974,0.142,"NA, NA, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"835",2022-04-01,"BBN_30-90dB_50ms_8s_1s_TR100ms",496,-0.0479846449136276,440,0.997,0.091,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"836",2022-04-02,"BBN_30-90dB_50ms_8s_1s_TR100ms",492,-0.0556621880998081,460,0.9814,0.065,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"837",2022-04-04,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",507,-0.0268714011516315,401,0.986,0.108,"NA, NA, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"838",2022-04-05,"4-32kHz_MIX5stepdB_50ms_8s_1s",503,-0.0345489443378119,323,0.898,0.32,"NA, 22, 21, 0","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,NA,22,21,0
"839",2022-04-06,"4-32kHz_MIXdB_50ms_8s_1s",492,-0.0556621880998081,252,0.874,0.169,"NA, 31, 18, -8","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,NA,31,18,-8
"840",2022-04-07,"BBN_30-90dB_50ms_8s_1s_TR100ms",491,-0.0575815738963532,463,0.985,0.079,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"841",2022-04-08,"BBN_15-45dB_50ms_8s_1s_TR100ms",489,-0.0614203454894434,349,0.841,0.375,"23","Thresholding, BBN","Green 3","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Male",23,NA,NA,NA,NA
"842",2022-04-09,"BBN_30-90dB_50ms_8s_1s_TR100ms",490,-0.0595009596928983,462,0.991,0.158,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"843",2022-04-11,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",502,-0.036468330134357,427,0.983,0.102,"34, 37, 35, 31","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,34,37,35,31
"844",2022-04-12,"4-32kHz_MIX5stepdB_50ms_8s_1s",501,-0.0383877159309021,311,0.899,0.287,"NA, 25, 8, -8","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,NA,25,8,-8
"845",2022-04-13,"4-32kHz_MIXdB_50ms_8s_1s",494,-0.0518234165067179,380,0.85,0.246,"39, 32, 12, -5","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,39,32,12,-5
"846",2022-04-14,"BBN_30-90dB_50ms_8s_1s_TR100ms",492,-0.0556621880998081,441,0.987,0.083,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"847",2022-04-15,"BBN_15-45dB_50ms_8s_1s_TR100ms",488,-0.0633397312859885,357,0.832,0.28,"23.904931056415119","Thresholding, BBN","Green 3","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Male",24,NA,NA,NA,NA
"848",2022-04-16,"BBN_15-45dB_50ms_8s_1s_TR100ms",488,-0.0633397312859885,361,0.853,0.349,"24.047504992871207","Thresholding, BBN","Green 3","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Male",24,NA,NA,NA,NA
"849",2022-04-18,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",496,-0.0479846449136276,443,0.958,0.105,"NA, NA, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"850",2022-04-19,"4-32kHz_MIXdB_50ms_8s_1s",495,-0.0499040307101727,215,0.853,0.292,"23, 31, 13, 2","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,23,31,13,2
"851",2022-04-20,"4-32kHz_MIX5stepdB_50ms_8s_1s",487,-0.0652591170825336,364,0.843,0.294,"27, 31, 15, -7","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,27,31,15,-7
"852",2022-04-21,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",485,-0.0690978886756238,327,0.983,0.184,"NA, NA, NA, NA","Reaction time","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"853",2022-04-22,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms_BG_PNK_50dB",480,-0.0786948176583493,354,0.911,0.17,"36, 37, 33, NA","Reaction time","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Male",NA,36,37,33,NA
"854",2022-04-23,"4-32kHz_MIXdB_50ms_8s_1s",480,-0.0786948176583493,386,0.853,0.212,"34, NA, 19, -7.9","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,34,NA,19,-8
"855",2022-04-25,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",487,-0.0652591170825336,401,0.982,0.149,"NA, 30, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,30,NA,NA
"856",2022-04-26,"4-32kHz_MIXdB_50ms_8s_1s",491,-0.0575815738963532,370,0.846,0.236,"17, 23, 19, -1","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,17,23,19,-1
"857",2022-04-27,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",487,-0.0652591170825336,381,0.85,0.175,"22, 30, 17, 3","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,22,30,17,3
"858",2022-04-28,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",485,-0.0690978886756238,323,0.779,0.361,"37, 42, 37, 27","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,37,42,37,27
"859",2022-04-29,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",486,-0.0671785028790787,426,0.95,0.125,"31, 35, NA, NA","Reaction time","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,31,35,NA,NA
"860",2022-04-30,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms_BG_PNK_50dB",484,-0.0710172744721689,381,0.888,0.115,"36, 42, 38, NA","Reaction time","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Male",NA,36,42,38,NA
"861",2022-05-02,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",482,-0.0748560460652591,439,0.984,0.115,"40, NA, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,40,NA,NA,NA
"862",2022-05-03,"4-32kHz_MIXdB_50ms_8s_1s",487,-0.0652591170825336,491,0.858,0.136,"32, NA, 10, -7","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,32,NA,10,-7
"863",2022-05-04,"4-32kHz_MIXdB_50ms_8s_1s",492,-0.0556621880998081,367,0.848,0.255,"13, 32, 13, -1","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,13,32,13,-1
"864",2022-05-05,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",489,-0.0614203454894434,329,0.852,0.303,"36, 46, 37, 26","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,36,46,37,26
"865",2022-05-06,"BBN_30-90dB_50ms_8s_1s_TR100ms",489,-0.0614203454894434,433,0.987,0.085,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"866",2022-05-07,"BBN_20-50dB_50ms_8s_1s_TR100ms",490,-0.0595009596928983,426,0.889,0.164,"22","Thresholding, BBN","Green 3","TTS Noise","BBN","20-50dB","50ms","NA","NA","Baseline","Male",22,NA,NA,NA,NA
"867",2022-05-10,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",508,-0.0249520153550864,403,0.961,0.083,"NA, NA, NA, NA","Suprathreshold","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"868",2022-05-11,"4-32kHz_MIXdB_50ms_8s_1s",498,-0.0441458733205374,357,0.876,0.243,"29, 14, 20, -6","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,29,14,20,-6
"869",2022-05-12,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms_BG_PNK_50dB",493,-0.053742802303263,364,0.894,0.164,"33, 43, 34, NA","Reaction time","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Male",NA,33,43,34,NA
"870",2022-05-13,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",495,-0.0499040307101727,411,0.969,0.13,"32, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,32,NA,NA,NA
"871",2022-05-14,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_30dB",496,-0.0479846449136276,369,0.872,0.27,"35, 30, 30, 15","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Male",NA,35,30,30,15
"872",2022-05-17,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",518,-0.00575815738963532,377,0.974,0.089,"NA, NA, NA, NA","Thresholding, BG","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"873",2022-05-18,"4-32kHz_MIX5stepdB_50ms_8s_1s_BG_PNK_50dB",506,-0.0287907869481766,347,0.851,0.314,"37, 42, 37, 26","Thresholding, BG","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Male",NA,37,42,37,26
"874",2022-05-19,"4-32kHz_MIX5stepdB_50ms_8s_1s",504,-0.0326295585412668,345,0.884,0.34,"37, 26, 11, -3","Thresholding, tones","Green 3","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Male",NA,37,26,11,-3
"875",2022-05-20,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms_BG_WN_50dB",501,-0.0383877159309021,348,0.922,0.231,"NA, 35, 33, 32","Reaction time, WN","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Male",NA,NA,35,33,32
"876",2022-05-21,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms_BG_WN_50dB",499,-0.0422264875239923,374,0.947,0.234,"NA, 39, 39, NA","Reaction time, WN","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Male",NA,NA,39,39,NA
"877",2022-05-24,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",503,-0.0345489443378119,359,0.976,0.121,"31, 30, NA, NA","Reaction time, WN","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,31,30,NA,NA
"878",2022-05-25,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms_BG_WN_50dB",506,-0.0287907869481766,369,0.919,0.189,"36, 39, 35, NA","Reaction time, WN","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","WN","50","Baseline","Male",NA,36,39,35,NA
"879",2022-05-26,"4-32kHz_MIXdB_50ms_8s_1s",503,-0.0345489443378119,370,0.834,0.261,"24, 40, 20, -7","Suprathreshold","Green 3","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,24,40,20,-7
"880",2022-05-27,"BBN_30-90dB_50ms_8s_1s_TR100ms",496,-0.0479846449136276,304,0.986,0.114,"NA","BBN reaction time","Green 3","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
"881",2022-05-28,"BBN_20-50dB_50ms_8s_1s_TR100ms",495,-0.0499040307101727,336,0.729,0.29,"28.75761396102935","Thresholding, BBN","Green 3","TTS Noise","BBN","20-50dB","50ms","NA","NA","Baseline","Male",29,NA,NA,NA,NA
"882",2022-05-31,"4-32kHz_30-90dB_50ms_8s_1s_TR100ms",498,-0.0441458733205374,384,0.974,0.103,"NA, NA, NA, NA","Reaction time, WN","Green 3","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Male",NA,NA,NA,NA,NA
