"","ID","Genotype","Duration","Dur (ms)","Intensity","Phase","count","Rxn"
"1","BP1","Fmr1-LE_KO","Alone",100,30,"BBN Rxn",5,302.253856287425
"2","BP1","Fmr1-LE_KO","Alone",100,30,"BBN TH",5,277.88163372093
"3","BP1","Fmr1-LE_KO","Alone",100,35,"BBN TH",3,217.035686440678
"4","BP1","Fmr1-LE_KO","Alone",100,40,"BBN Rxn",5,207.733037037037
"5","BP1","Fmr1-LE_KO","Alone",100,40,"BBN TH",5,219.183216346154
"6","BP1","Fmr1-LE_KO","Alone",100,45,"BBN TH",3,181.401595041322
"7","BP1","Fmr1-LE_KO","Alone",100,50,"BBN Rxn",5,193.699531578947
"8","BP1","Fmr1-LE_KO","Alone",100,50,"BBN TH",2,200.149977011494
"9","BP1","Fmr1-LE_KO","Alone",100,60,"BBN Rxn",5,168.602015384615
"10","BP1","Fmr1-LE_KO","Alone",100,60,"BBN TH",2,161.067329545455
"11","BP1","Fmr1-LE_KO","Alone",100,70,"BBN Rxn",5,144.515453608247
"12","BP1","Fmr1-LE_KO","Alone",100,70,"BBN TH",2,167.760528735632
"13","BP1","Fmr1-LE_KO","Alone",100,80,"BBN Rxn",5,116.918740932642
"14","BP1","Fmr1-LE_KO","Alone",300,25,"BBN TH",2,269.60225
"15","BP1","Fmr1-LE_KO","Alone",300,30,"BBN Rxn",8,191.205780769231
"16","BP1","Fmr1-LE_KO","Alone",300,30,"BBN TH",5,188.597966666667
"17","BP1","Fmr1-LE_KO","Alone",300,35,"BBN TH",2,147.722131147541
"18","BP1","Fmr1-LE_KO","Alone",300,40,"BBN Rxn",8,152.022867424242
"19","BP1","Fmr1-LE_KO","Alone",300,40,"BBN TH",5,141.301513157895
"20","BP1","Fmr1-LE_KO","Alone",300,45,"BBN TH",2,131.102790322581
"21","BP1","Fmr1-LE_KO","Alone",300,50,"BBN Rxn",8,131.616015444015
"22","BP1","Fmr1-LE_KO","Alone",300,50,"BBN TH",3,146.237483146067
"23","BP1","Fmr1-LE_KO","Alone",300,60,"BBN Rxn",8,116.616422053232
"24","BP1","Fmr1-LE_KO","Alone",300,60,"BBN TH",3,104.077065934066
"25","BP1","Fmr1-LE_KO","Alone",300,70,"BBN Rxn",8,102.999342205323
"26","BP1","Fmr1-LE_KO","Alone",300,70,"BBN TH",3,88.2139444444444
"27","BP1","Fmr1-LE_KO","Alone",300,80,"BBN Rxn",8,80.9402519083969
"28","BP1","Fmr1-LE_KO","Mix",50,35,"BBN TH",3,305.764428571429
"29","BP1","Fmr1-LE_KO","Mix",50,40,"BBN Rxn",12,287.532948148148
"30","BP1","Fmr1-LE_KO","Mix",50,40,"BBN TH",5,241.235145454545
"31","BP1","Fmr1-LE_KO","Mix",50,45,"BBN TH",3,213.453756756757
"32","BP1","Fmr1-LE_KO","Mix",50,50,"BBN Rxn",12,234.933357142857
"33","BP1","Fmr1-LE_KO","Mix",50,50,"BBN TH",2,220.325684210526
"34","BP1","Fmr1-LE_KO","Mix",50,60,"BBN Rxn",12,197.632579310345
"35","BP1","Fmr1-LE_KO","Mix",50,60,"BBN TH",2,228.908727272727
"36","BP1","Fmr1-LE_KO","Mix",50,70,"BBN Rxn",12,177.526888111888
"37","BP1","Fmr1-LE_KO","Mix",50,70,"BBN TH",2,175.119
"38","BP1","Fmr1-LE_KO","Mix",50,80,"BBN Rxn",12,145.964291666667
"39","BP1","Fmr1-LE_KO","Mix",100,30,"BBN Rxn",12,333.082755319149
"40","BP1","Fmr1-LE_KO","Mix",100,30,"BBN TH",5,340.073489795918
"41","BP1","Fmr1-LE_KO","Mix",100,35,"BBN TH",3,262.5694
"42","BP1","Fmr1-LE_KO","Mix",100,40,"BBN Rxn",12,235.686034722222
"43","BP1","Fmr1-LE_KO","Mix",100,40,"BBN TH",5,212.2366
"44","BP1","Fmr1-LE_KO","Mix",100,45,"BBN TH",3,207.909891891892
"45","BP1","Fmr1-LE_KO","Mix",100,50,"BBN Rxn",12,206.986445205479
"46","BP1","Fmr1-LE_KO","Mix",100,50,"BBN TH",2,213.043227272727
"47","BP1","Fmr1-LE_KO","Mix",100,60,"BBN Rxn",12,189.392711267606
"48","BP1","Fmr1-LE_KO","Mix",100,60,"BBN TH",2,176.678952380952
"49","BP1","Fmr1-LE_KO","Mix",100,70,"BBN Rxn",12,167.98465034965
"50","BP1","Fmr1-LE_KO","Mix",100,70,"BBN TH",2,125.315565217391
"51","BP1","Fmr1-LE_KO","Mix",100,80,"BBN Rxn",12,135.188236111111
"52","BP1","Fmr1-LE_KO","Mix",300,25,"BBN TH",3,436.54295
"53","BP1","Fmr1-LE_KO","Mix",300,30,"BBN Rxn",12,367.459830769231
"54","BP1","Fmr1-LE_KO","Mix",300,30,"BBN TH",5,310.879796296296
"55","BP1","Fmr1-LE_KO","Mix",300,35,"BBN TH",3,269.211210526316
"56","BP1","Fmr1-LE_KO","Mix",300,40,"BBN Rxn",12,228.420265734266
"57","BP1","Fmr1-LE_KO","Mix",300,40,"BBN TH",5,205.679982758621
"58","BP1","Fmr1-LE_KO","Mix",300,45,"BBN TH",3,178.687945945946
"59","BP1","Fmr1-LE_KO","Mix",300,50,"BBN Rxn",12,205.045041958042
"60","BP1","Fmr1-LE_KO","Mix",300,50,"BBN TH",2,187.847333333333
"61","BP1","Fmr1-LE_KO","Mix",300,60,"BBN Rxn",12,187.565268965517
"62","BP1","Fmr1-LE_KO","Mix",300,60,"BBN TH",2,179.155363636364
"63","BP1","Fmr1-LE_KO","Mix",300,70,"BBN Rxn",12,173.812972027972
"64","BP1","Fmr1-LE_KO","Mix",300,70,"BBN TH",2,140.467590909091
"65","BP1","Fmr1-LE_KO","Mix",300,80,"BBN Rxn",12,139.229743055556
"66","BP1","Fmr1-LE_KO","Alone",50,35,"BBN TH",2,178.349924528302
"67","BP1","Fmr1-LE_KO","Alone",50,40,"BBN Rxn",5,249.992613793103
"68","BP1","Fmr1-LE_KO","Alone",50,40,"BBN TH",4,195.944389380531
"69","BP1","Fmr1-LE_KO","Alone",50,45,"BBN TH",2,165.873444444444
"70","BP1","Fmr1-LE_KO","Alone",50,50,"BBN Rxn",5,209.188532894737
"71","BP1","Fmr1-LE_KO","Alone",50,50,"BBN TH",2,184.245721311475
"72","BP1","Fmr1-LE_KO","Alone",50,60,"BBN Rxn",5,178.458464052288
"73","BP1","Fmr1-LE_KO","Alone",50,60,"BBN TH",2,156.076733333333
"74","BP1","Fmr1-LE_KO","Alone",50,70,"BBN Rxn",5,141.130733766234
"75","BP1","Fmr1-LE_KO","Alone",50,70,"BBN TH",2,124.310366666667
"76","BP1","Fmr1-LE_KO","Alone",50,80,"BBN Rxn",5,126.165316129032
"77","BP2","Fmr1-LE_WT","Alone",100,25,"BBN TH",3,266.878550458716
"78","BP2","Fmr1-LE_WT","Rotating",100,30,"BBN Rotating",3,265.739339805825
"79","BP2","Fmr1-LE_WT","Alone",100,30,"BBN Rxn",5,271.949139534884
"80","BP2","Fmr1-LE_WT","Alone",100,30,"BBN TH",5,248.706665137615
"81","BP2","Fmr1-LE_WT","Alone",100,35,"BBN TH",3,231.26742962963
"82","BP2","Fmr1-LE_WT","Rotating",100,40,"BBN Rotating",3,227.890228070175
"83","BP2","Fmr1-LE_WT","Alone",100,40,"BBN Rxn",5,249.851685344828
"84","BP2","Fmr1-LE_WT","Alone",100,40,"BBN TH",5,191.279057777778
"85","BP2","Fmr1-LE_WT","Alone",100,45,"BBN TH",3,197.162410447761
"86","BP2","Fmr1-LE_WT","Rotating",100,50,"BBN Rotating",3,211.656482142857
"87","BP2","Fmr1-LE_WT","Alone",100,50,"BBN Rxn",5,205.080800865801
"88","BP2","Fmr1-LE_WT","Alone",100,50,"BBN TH",2,173.381311111111
"89","BP2","Fmr1-LE_WT","Rotating",100,60,"BBN Rotating",3,194.906071428571
"90","BP2","Fmr1-LE_WT","Alone",100,60,"BBN Rxn",5,188.433728448276
"91","BP2","Fmr1-LE_WT","Alone",100,60,"BBN TH",2,154.431444444444
"92","BP2","Fmr1-LE_WT","Rotating",100,70,"BBN Rotating",3,180.859298245614
"93","BP2","Fmr1-LE_WT","Alone",100,70,"BBN Rxn",5,159.772021459227
"94","BP2","Fmr1-LE_WT","Alone",100,70,"BBN TH",2,117.611011235955
"95","BP2","Fmr1-LE_WT","Rotating",100,80,"BBN Rotating",3,140.648398230088
"96","BP2","Fmr1-LE_WT","Alone",100,80,"BBN Rxn",5,109.335108225108
"97","BP2","Fmr1-LE_WT","Alone",300,25,"BBN TH",4,358.354568627451
"98","BP2","Fmr1-LE_WT","Rotating",300,30,"BBN Rotating",3,258.913669230769
"99","BP2","Fmr1-LE_WT","Alone",300,30,"BBN Rxn",7,260.296357723577
"100","BP2","Fmr1-LE_WT","Alone",300,30,"BBN TH",6,267.661851485149
"101","BP2","Fmr1-LE_WT","Alone",300,35,"BBN TH",4,218.272161290323
"102","BP2","Fmr1-LE_WT","Rotating",300,40,"BBN Rotating",3,188.932819548872
"103","BP2","Fmr1-LE_WT","Alone",300,40,"BBN Rxn",7,180.214482352941
"104","BP2","Fmr1-LE_WT","Alone",300,40,"BBN TH",6,208.490653658537
"105","BP2","Fmr1-LE_WT","Alone",300,45,"BBN TH",4,208.226265625
"106","BP2","Fmr1-LE_WT","Rotating",300,50,"BBN Rotating",3,178.324462686567
"107","BP2","Fmr1-LE_WT","Alone",300,50,"BBN Rxn",7,169.578346456693
"108","BP2","Fmr1-LE_WT","Alone",300,50,"BBN TH",2,166.201865853659
"109","BP2","Fmr1-LE_WT","Rotating",300,60,"BBN Rotating",3,158.055872180451
"110","BP2","Fmr1-LE_WT","Alone",300,60,"BBN Rxn",7,152.414039525692
"111","BP2","Fmr1-LE_WT","Alone",300,60,"BBN TH",2,140.924197530864
"112","BP2","Fmr1-LE_WT","Rotating",300,70,"BBN Rotating",3,149.915654135338
"113","BP2","Fmr1-LE_WT","Alone",300,70,"BBN Rxn",7,136.312722222222
"114","BP2","Fmr1-LE_WT","Alone",300,70,"BBN TH",2,123.60206097561
"115","BP2","Fmr1-LE_WT","Rotating",300,80,"BBN Rotating",3,125.309303030303
"116","BP2","Fmr1-LE_WT","Alone",300,80,"BBN Rxn",7,105.805043307087
"117","BP2","Fmr1-LE_WT","Mix",50,25,"BBN TH",3,361.7605
"118","BP2","Fmr1-LE_WT","Mix",50,30,"BBN Rxn",7,258.779319148936
"119","BP2","Fmr1-LE_WT","Mix",50,30,"BBN TH",5,251.444882352941
"120","BP2","Fmr1-LE_WT","Mix",50,35,"BBN TH",3,267.148
"121","BP2","Fmr1-LE_WT","Mix",50,40,"BBN Rxn",7,225.732096153846
"122","BP2","Fmr1-LE_WT","Mix",50,40,"BBN TH",5,217.377453333333
"123","BP2","Fmr1-LE_WT","Mix",50,45,"BBN TH",3,209.63212195122
"124","BP2","Fmr1-LE_WT","Mix",50,50,"BBN Rxn",7,223.973375
"125","BP2","Fmr1-LE_WT","Mix",50,50,"BBN TH",2,225.951606060606
"126","BP2","Fmr1-LE_WT","Mix",50,60,"BBN Rxn",7,203.685784313725
"127","BP2","Fmr1-LE_WT","Mix",50,60,"BBN TH",2,160.053375
"128","BP2","Fmr1-LE_WT","Mix",50,70,"BBN Rxn",7,190.248169811321
"129","BP2","Fmr1-LE_WT","Mix",50,70,"BBN TH",2,174.9004375
"130","BP2","Fmr1-LE_WT","Mix",50,80,"BBN Rxn",7,126.027805825243
"131","BP2","Fmr1-LE_WT","Mix",100,25,"BBN TH",3,271.7265
"132","BP2","Fmr1-LE_WT","Mix",100,30,"BBN Rxn",7,260.234316326531
"133","BP2","Fmr1-LE_WT","Mix",100,30,"BBN TH",5,244.607708333333
"134","BP2","Fmr1-LE_WT","Mix",100,35,"BBN TH",3,228.400048780488
"135","BP2","Fmr1-LE_WT","Mix",100,40,"BBN Rxn",7,232.63979
"136","BP2","Fmr1-LE_WT","Mix",100,40,"BBN TH",5,207.637493333333
"137","BP2","Fmr1-LE_WT","Mix",100,45,"BBN TH",3,206.531047619048
"138","BP2","Fmr1-LE_WT","Mix",100,50,"BBN Rxn",7,197.202192307692
"139","BP2","Fmr1-LE_WT","Mix",100,50,"BBN TH",2,168.7825
"140","BP2","Fmr1-LE_WT","Mix",100,60,"BBN Rxn",7,161.9885
"141","BP2","Fmr1-LE_WT","Mix",100,60,"BBN TH",2,149.357424242424
"142","BP2","Fmr1-LE_WT","Mix",100,70,"BBN Rxn",7,160.228388349515
"143","BP2","Fmr1-LE_WT","Mix",100,70,"BBN TH",2,166.677636363636
"144","BP2","Fmr1-LE_WT","Mix",100,80,"BBN Rxn",7,122.840607843137
"145","BP2","Fmr1-LE_WT","Mix",300,25,"BBN TH",3,290.218923076923
"146","BP2","Fmr1-LE_WT","Mix",300,30,"BBN Rxn",7,224.109168316832
"147","BP2","Fmr1-LE_WT","Mix",300,30,"BBN TH",5,224.686094594595
"148","BP2","Fmr1-LE_WT","Mix",300,35,"BBN TH",3,207.947853658537
"149","BP2","Fmr1-LE_WT","Mix",300,40,"BBN Rxn",7,195.777663461538
"150","BP2","Fmr1-LE_WT","Mix",300,40,"BBN TH",5,192.857418918919
"151","BP2","Fmr1-LE_WT","Mix",300,45,"BBN TH",3,171.648625
"152","BP2","Fmr1-LE_WT","Mix",300,50,"BBN Rxn",7,183.94586407767
"153","BP2","Fmr1-LE_WT","Mix",300,50,"BBN TH",2,164.541818181818
"154","BP2","Fmr1-LE_WT","Mix",300,60,"BBN Rxn",7,154.126894230769
"155","BP2","Fmr1-LE_WT","Mix",300,60,"BBN TH",2,150.916
"156","BP2","Fmr1-LE_WT","Mix",300,70,"BBN Rxn",7,158.085844660194
"157","BP2","Fmr1-LE_WT","Mix",300,70,"BBN TH",2,132.355323529412
"158","BP2","Fmr1-LE_WT","Mix",300,80,"BBN Rxn",7,118.652582524272
"159","BP2","Fmr1-LE_WT","Alone",50,25,"BBN TH",3,330.937755102041
"160","BP2","Fmr1-LE_WT","Rotating",50,30,"BBN Rotating",4,287.378603550296
"161","BP2","Fmr1-LE_WT","Alone",50,30,"BBN Rxn",5,286.492357798165
"162","BP2","Fmr1-LE_WT","Alone",50,30,"BBN TH",5,249.531890995261
"163","BP2","Fmr1-LE_WT","Alone",50,35,"BBN TH",3,215.867192307692
"164","BP2","Fmr1-LE_WT","Rotating",50,40,"BBN Rotating",4,254.856417525773
"165","BP2","Fmr1-LE_WT","Alone",50,40,"BBN Rxn",5,237.431318965517
"166","BP2","Fmr1-LE_WT","Alone",50,40,"BBN TH",5,231.284370044053
"167","BP2","Fmr1-LE_WT","Alone",50,45,"BBN TH",3,195.545604477612
"168","BP2","Fmr1-LE_WT","Rotating",50,50,"BBN Rotating",4,239.358609375
"169","BP2","Fmr1-LE_WT","Alone",50,50,"BBN Rxn",5,235.240868085106
"170","BP2","Fmr1-LE_WT","Alone",50,50,"BBN TH",2,194.089778947368
"171","BP2","Fmr1-LE_WT","Rotating",50,60,"BBN Rotating",4,211.69903626943
"172","BP2","Fmr1-LE_WT","Alone",50,60,"BBN Rxn",5,217.034991452991
"173","BP2","Fmr1-LE_WT","Alone",50,60,"BBN TH",2,188.425747368421
"174","BP2","Fmr1-LE_WT","Rotating",50,70,"BBN Rotating",4,185.462360824742
"175","BP2","Fmr1-LE_WT","Alone",50,70,"BBN Rxn",5,188.95111965812
"176","BP2","Fmr1-LE_WT","Alone",50,70,"BBN TH",2,165.714946808511
"177","BP2","Fmr1-LE_WT","Rotating",50,80,"BBN Rotating",4,148.798738461538
"178","BP2","Fmr1-LE_WT","Alone",50,80,"BBN Rxn",5,144.714591489362
"179","BP3","Fmr1-LE_KO","Alone",100,25,"BBN TH",3,424.718717391304
"180","BP3","Fmr1-LE_KO","Rotating",100,30,"BBN Rotating",3,465.253168
"181","BP3","Fmr1-LE_KO","Alone",100,30,"BBN Rxn",5,332.092
"182","BP3","Fmr1-LE_KO","Alone",100,30,"BBN TH",5,337.017831168831
"183","BP3","Fmr1-LE_KO","Alone",100,35,"BBN TH",3,357.160268115942
"184","BP3","Fmr1-LE_KO","Rotating",100,40,"BBN Rotating",3,389.389174825175
"185","BP3","Fmr1-LE_KO","Alone",100,40,"BBN Rxn",5,298.377765182186
"186","BP3","Fmr1-LE_KO","Alone",100,40,"BBN TH",5,317.149222222222
"187","BP3","Fmr1-LE_KO","Alone",100,45,"BBN TH",3,322.480298611111
"188","BP3","Fmr1-LE_KO","Rotating",100,50,"BBN Rotating",3,389.531048275862
"189","BP3","Fmr1-LE_KO","Alone",100,50,"BBN Rxn",5,290.02475308642
"190","BP3","Fmr1-LE_KO","Alone",100,50,"BBN TH",2,263.739939393939
"191","BP3","Fmr1-LE_KO","Rotating",100,60,"BBN Rotating",3,398.913095890411
"192","BP3","Fmr1-LE_KO","Alone",100,60,"BBN Rxn",5,277.477459349594
"193","BP3","Fmr1-LE_KO","Alone",100,60,"BBN TH",2,252.5055
"194","BP3","Fmr1-LE_KO","Rotating",100,70,"BBN Rotating",3,396.361606896552
"195","BP3","Fmr1-LE_KO","Alone",100,70,"BBN Rxn",5,249.065736842105
"196","BP3","Fmr1-LE_KO","Alone",100,70,"BBN TH",2,198.56735
"197","BP3","Fmr1-LE_KO","Rotating",100,80,"BBN Rotating",3,398.8000625
"198","BP3","Fmr1-LE_KO","Alone",100,80,"BBN Rxn",5,207.103947580645
"199","BP3","Fmr1-LE_KO","Alone",300,25,"BBN TH",3,303.097514285714
"200","BP3","Fmr1-LE_KO","Rotating",300,30,"BBN Rotating",3,481.654044444444
"201","BP3","Fmr1-LE_KO","Alone",300,30,"BBN Rxn",6,274.400607758621
"202","BP3","Fmr1-LE_KO","Alone",300,30,"BBN TH",5,242.228895
"203","BP3","Fmr1-LE_KO","Alone",300,35,"BBN TH",3,216.198318518519
"204","BP3","Fmr1-LE_KO","Rotating",300,40,"BBN Rotating",3,439.660729166667
"205","BP3","Fmr1-LE_KO","Alone",300,40,"BBN Rxn",6,203.880833976834
"206","BP3","Fmr1-LE_KO","Alone",300,40,"BBN TH",5,196.452186363636
"207","BP3","Fmr1-LE_KO","Alone",300,45,"BBN TH",3,189.279197080292
"208","BP3","Fmr1-LE_KO","Rotating",300,50,"BBN Rotating",3,478.069798611111
"209","BP3","Fmr1-LE_KO","Alone",300,50,"BBN Rxn",6,190.902059479554
"210","BP3","Fmr1-LE_KO","Alone",300,50,"BBN TH",2,174.815382022472
"211","BP3","Fmr1-LE_KO","Rotating",300,60,"BBN Rotating",3,486.972352112676
"212","BP3","Fmr1-LE_KO","Alone",300,60,"BBN Rxn",6,170.462117870722
"213","BP3","Fmr1-LE_KO","Alone",300,60,"BBN TH",2,155.203325842697
"214","BP3","Fmr1-LE_KO","Rotating",300,70,"BBN Rotating",3,483.901715277778
"215","BP3","Fmr1-LE_KO","Alone",300,70,"BBN Rxn",6,142.640449814126
"216","BP3","Fmr1-LE_KO","Alone",300,70,"BBN TH",2,120.574655555556
"217","BP3","Fmr1-LE_KO","Rotating",300,80,"BBN Rotating",3,497.650937931034
"218","BP3","Fmr1-LE_KO","Alone",300,80,"BBN Rxn",6,120.13457037037
"219","BP3","Fmr1-LE_KO","Mix",50,30,"BBN Rxn",7,466.440454545455
"220","BP3","Fmr1-LE_KO","Mix",50,30,"BBN TH",5,445.824557377049
"221","BP3","Fmr1-LE_KO","Mix",50,35,"BBN TH",3,410.628860465116
"222","BP3","Fmr1-LE_KO","Mix",50,40,"BBN Rxn",7,450.72515
"223","BP3","Fmr1-LE_KO","Mix",50,40,"BBN TH",5,377.578533333333
"224","BP3","Fmr1-LE_KO","Mix",50,45,"BBN TH",3,386.52288372093
"225","BP3","Fmr1-LE_KO","Mix",50,50,"BBN Rxn",7,436.855791666667
"226","BP3","Fmr1-LE_KO","Mix",50,50,"BBN TH",2,370.67215625
"227","BP3","Fmr1-LE_KO","Mix",50,60,"BBN Rxn",7,445.109017094017
"228","BP3","Fmr1-LE_KO","Mix",50,60,"BBN TH",2,388.08521875
"229","BP3","Fmr1-LE_KO","Mix",50,70,"BBN Rxn",7,433.26381512605
"230","BP3","Fmr1-LE_KO","Mix",50,70,"BBN TH",2,350.693545454545
"231","BP3","Fmr1-LE_KO","Mix",50,80,"BBN Rxn",7,409.93213559322
"232","BP3","Fmr1-LE_KO","Mix",100,25,"BBN TH",3,536.216666666667
"233","BP3","Fmr1-LE_KO","Mix",100,30,"BBN Rxn",7,422.298528301887
"234","BP3","Fmr1-LE_KO","Mix",100,30,"BBN TH",5,393.063194444444
"235","BP3","Fmr1-LE_KO","Mix",100,35,"BBN TH",3,448.708860465116
"236","BP3","Fmr1-LE_KO","Mix",100,40,"BBN Rxn",7,403.289694915254
"237","BP3","Fmr1-LE_KO","Mix",100,40,"BBN TH",5,397.22998630137
"238","BP3","Fmr1-LE_KO","Mix",100,45,"BBN TH",3,413.695568181818
"239","BP3","Fmr1-LE_KO","Mix",100,50,"BBN Rxn",7,452.42986440678
"240","BP3","Fmr1-LE_KO","Mix",100,50,"BBN TH",2,385.000909090909
"241","BP3","Fmr1-LE_KO","Mix",100,60,"BBN Rxn",7,379.93075
"242","BP3","Fmr1-LE_KO","Mix",100,60,"BBN TH",2,369.32264516129
"243","BP3","Fmr1-LE_KO","Mix",100,70,"BBN Rxn",7,423.038256410256
"244","BP3","Fmr1-LE_KO","Mix",100,70,"BBN TH",2,365.778393939394
"245","BP3","Fmr1-LE_KO","Mix",100,80,"BBN Rxn",7,384.334965811966
"246","BP3","Fmr1-LE_KO","Mix",300,25,"BBN TH",3,411.231951219512
"247","BP3","Fmr1-LE_KO","Mix",300,30,"BBN Rxn",7,418.273705882353
"248","BP3","Fmr1-LE_KO","Mix",300,30,"BBN TH",5,380.715935897436
